DATE,REEF,SITE,RESEARCH_SITE,BLEACHING_SURFACE_1,BLEACHING_POPULATION_1,DAMAGE_ANCHOR_1,DAMAGE_DYNAMITE_1,DAMAGE_OTHER_1,DISEASE_COLONIES_1,DISEASE_POPULATION_1,SCARS_COTS_1,SCARS_DRUPELLA_1,SCARS_UNKNOWN_1,FISHINGLINE_1,TRASH_FISHNETS_1,TRASH_GENERAL_1,RARE_ANIMALS_1,BLEACHING_SURFACE_2,BLEACHING_POPULATION_2,DAMAGE_ANCHOR_2,DAMAGE_DYNAMITE_2,DAMAGE_OTHER_2,DISEASE_COLONIES_2,DISEASE_POPULATION_2,SCARS_COTS_2,SCARS_DRUPELLA_2,SCARS_UNKNOWN_2,FISHINGLINE_2,TRASH_FISHNETS_2,TRASH_GENERAL_2,RARE_ANIMALS_2,BLEACHING_SURFACE_3,BLEACHING_POPULATION_3,DAMAGE_ANCHOR_3,DAMAGE_DYNAMITE_3,DAMAGE_OTHER_3,DISEASE_COLONIES_3,DISEASE_POPULATION_3,SCARS_COTS_3,SCARS_DRUPELLA_3,SCARS_UNKNOWN_3,FISHINGLINE_3,TRASH_FISHNETS_3,TRASH_GENERAL_3,RARE_ANIMALS_3,BLEACHING_SURFACE_4,BLEACHING_POPULATION_4,DAMAGE_ANCHOR_4,DAMAGE_DYNAMITE_4,DAMAGE_OTHER_4,DISEASE_COLONIES_4,DISEASE_POPULATION_4,SCARS_COTS_4,SCARS_DRUPELLA_4,SCARS_UNKNOWN_4,FISHINGLINE_4,TRASH_FISHNETS_4,TRASH_GENERAL_4,RARE_ANIMALS_4
6/11/2016 13:00,Flinders Reef,Nursery,1,20,1,0,0,6,0,0,0,0,1,0,0,0,0,10,5,0,0,1,0,0,0,1,2,0,0,0,0,50,1,0,0,6,0,0,0,0,2,0,0,0,0,40,2,0,0,3,0,0,0,0,3,0,0,0,0
4/01/2015 12:30,Flinders Reef,Nursery,1,14,5,0,0,3,1,0,0,0,5,0,0,0,0,22,2,0,0,3,0,0,0,0,7,0,0,0,0,25,10,0,0,4,0,0,0,0,8,0,0,0,0,14,0,0,0,2,0,0,0,0,1,0,0,0,0
10/01/2016 10:00,Flinders Reef,Nursery,1,19,1,0,0,0,0,0,0,0,0,0,0,2,0,14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,1,2,0,0,0,2
30/11/2008 0:00,Flinders Reef,Nursery,1,60,5,0,0,0,0,0,0,0,0,0,0,1,1,15,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/11/2011 13:00,Flinders Reef,Nursery,1,25,1,0,0,2,0,0,0,0,0,0,0,0,0,20,1,0,0,5,0,0,0,0,0,0,0,0,0,50,2,0,0,1,0,0,0,0,2,0,0,0,0,63,1,0,0,0,0,0,0,0,0,0,0,0,0
16/09/2012 10:10,Flinders Reef,Nursery,1,34,1,0,0,1,0,0,0,0,3,0,0,0,0,25,1,0,0,1,1,0,0,0,1,0,0,0,0,52,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0
2/12/2007 0:00,Flinders Reef,Nursery,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25/07/2009 0:00,Flinders Reef,Nursery,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
8/08/2010 0:00,Flinders Reef,Nursery,1,15,1,0,0,2,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,2,5,1,2,0,4,0,0,0,0,1,0,0,0,1,10,5,1,0,0,0,0,0,0,2,0,0,0,2
6/11/2016 12:00,Flinders Reef,Nursery,2,4,1,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
13/12/2015 9:30,Flinders Reef,Nursery,2,48,10,0,0,1,0,0,0,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,4,0,0,0,0,65,20,0,0,0,1,0,0,0,2,0,0,0,0,58,50,0,0,2,0,0,0,0,0,0,0,0,0
13/11/2011 12:30,Flinders Reef,Nursery,2,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20/10/2013 11:40,Flinders Reef,Nursery,2,0,0,1,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,50,5,0,0,1,0,0,0,0,3,0,0,0,2
23/10/2010 0:00,Flinders Reef,Nursery,2,0,0,0,0,2,2,0,0,1,4,0,0,0,0,0,0,2,0,4,2,0,0,0,4,0,0,0,0,0,0,6,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
11/01/2015 9:20,Flinders Reef,Nursery,2,21,10,0,0,7,2,0,0,0,0,0,0,0,0,23,10,0,0,7,1,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/05/2019 11:30,Flinders Reef,Nursery,2,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27/10/2013 10:00,Flinders Reef,Nursery,3,40,7,0,0,0,0,0,0,0,4,0,0,0,0,21,3,0,0,2,1,0,0,0,7,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,1,1,0,0,0,5,0,0,0,0
17/10/2009 0:00,Flinders Reef,Nursery,3,0,0,0,0,3,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,2,0,0,0,1
16/09/2012 0:00,Flinders Reef,Nursery,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10/01/2015 7:30,Goat Island,Goat Island East,1,76,60,0,0,2,2,0,0,0,1,4,0,0,0,56,80,0,0,3,1,0,0,0,0,1,0,0,0,85,65,0,0,1,0,0,0,0,0,0,0,0,0,100,20,0,0,1,1,0,0,0,0,1,0,1,0
16/11/2010 0:00,Goat Island,Goat Island East,1,10,2,0,0,1,3,0,0,0,1,4,0,0,0,10,2,0,0,1,1,0,0,0,4,0,0,0,0,10,3,0,0,4,0,0,0,2,0,0,0,0,0,10,1,1,0,2,0,0,0,0,1,1,0,1,0
19/11/2016 9:00,Goat Island,Goat Island East,1,14,5,0,0,5,0,0,0,0,0,0,0,0,0,5,5,0,0,8,0,0,0,0,0,0,0,0,0,70,5,0,0,2,0,0,0,0,2,0,0,0,0,90,10,0,0,2,0,0,0,0,0,0,0,0,0
17/11/2017 0:00,Goat Island,Goat Island East,1,63,3,0,0,1,0,0,0,0,2,4,0,0,0,49,3,0,0,3,0,0,0,0,0,2,0,0,0,30,3,0,0,1,0,0,0,0,1,3,1,0,0,35,3,0,0,5,0,0,0,0,0,1,0,0,0
2/02/2012 9:30,Goat Island,Goat Island East,1,25,2,0,0,1,4,0,0,0,2,2,0,1,0,41,3,0,0,1,1,0,0,0,2,0,0,0,0,48,5,0,0,2,1,0,0,0,3,2,0,0,0,53,8,0,0,4,1,0,0,0,4,0,0,0,0
27/10/2018 9:40,Goat Island,Goat Island East,1,5,1,0,0,1,0,0,0,0,9,0,0,0,0,5,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,11,10,0,0,4,0,0,0,0,2,0,0,0,0
1/11/2015 13:00,Goat Island,Goat Island East,1,45,7,2,0,3,0,0,0,0,2,0,0,0,0,38,5,1,0,0,0,0,0,0,2,0,0,0,0,83,5,0,0,1,0,0,0,0,0,0,0,0,0,30,5,2,0,5,0,0,0,0,1,0,0,0,0
20/01/2013 11:30,Goat Island,Goat Island East,1,41,1,0,0,5,0,0,0,0,0,1,0,0,0,77,1,0,0,5,0,0,0,0,0,0,0,0,0,50,0,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24/11/2009 0:00,Goat Island,Goat Island East,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,50,5,0,0,5,0,0,0,0,1,0,0,0,0
19/12/2013 12:00,Goat Island,Goat Island East,1,54,40,1,0,2,0,0,0,0,1,1,1,0,0,51,50,0,0,0,0,0,0,0,0,0,0,0,0,54,60,0,0,0,0,0,0,0,0,0,0,0,0,58,60,0,0,2,0,0,0,0,0,0,0,0,0
27/11/2017 10:30,Goat Island,Goat Island West,1,43,15,0,0,2,0,0,0,0,1,2,0,1,0,17,10,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,1
24/06/2014 11:40,Goat Island,Goat Island West,1,60,1,0,0,0,0,0,0,0,2,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,1
21/11/2016 9:30,Goat Island,Goat Island West,1,71,10,0,0,1,0,0,0,0,0,0,0,0,0,33,10,0,0,2,2,0,0,0,0,2,0,1,1,74,15,0,0,1,2,0,0,0,1,3,0,5,0,65,5,0,0,1,0,0,0,0,0,0,0,1,0
27/10/2018 12:00,Goat Island,Goat Island West,1,10,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,15,1,0,0,0,0,0,0,0,1,0,0,0,0
28/04/2016 15:30,Goat Island,Goat Island West,1,9,40,0,0,0,0,0,0,0,0,0,0,2,0,33,33,0,0,0,0,0,0,0,0,0,0,2,0,20,30,0,0,1,0,0,0,0,0,0,0,1,0,53,40,0,0,1,0,0,0,0,0,0,0,1,0
6/10/2015 12:30,Goat Island,Goat Island West,1,10,10,0,0,1,0,0,0,0,1,0,0,0,0,70,50,0,0,3,0,0,0,0,0,0,0,0,0,60,10,0,0,2,0,0,0,0,3,0,0,0,0,40,40,0,0,2,0,0,0,0,0,0,0,0,0
23/06/2019 12:00,Gold Coast Seaway Reefs,South-West Wall,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
4/11/2012 10:00,Gold Coast Seaway Reefs,South-West Wall,1,0,0,0,0,0,0,0,0,0,0,4,0,6,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
26/07/2009 0:00,Gold Coast Seaway Reefs,South-West Wall,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
14/10/2007 0:00,Gold Coast Seaway Reefs,South-West Wall,1,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
5/02/2017 12:30,Gold Coast Seaway Reefs,South-West Wall,1,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
19/12/2015 14:00,Gold Coast Seaway Reefs,South-West Wall,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
15/01/2012 11:45,Gold Coast Seaway Reefs,South-West Wall,1,0,0,0,0,0,0,0,0,0,0,35,0,11,0,0,0,0,0,0,0,0,0,0,0,15,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
17/08/2008 0:00,Gold Coast Seaway Reefs,South-West Wall,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0
9/12/2017 10:00,Gold Coast Seaway Reefs,South-West Wall,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
20/12/2015 15:40,Gold Coast Seaway Reefs,South-West Wall,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
3/11/2013 7:50,Gold Coast Seaway Reefs,South-West Wall,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
29/08/2010 0:00,Gold Coast Seaway Reefs,South-West Wall,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0
9/12/2017 13:30,Gold Coast Seaway Reefs,The Pipe,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
5/02/2017 14:30,Gold Coast Seaway Reefs,The Pipe,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
20/12/2015 15:40,Gold Coast Seaway Reefs,The Pipe,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
8/06/2019 10:40,Gold Coast Seaway Reefs,The Pipe,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
11/03/2017 9:30,Green Island,Green Island East,1,30,100,0,0,0,0,0,0,0,0,0,0,1,0,80,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/01/2019 8:20,Green Island,Green Island North,1,30,50,0,0,1,0,0,0,0,2,0,0,0,0,8,25,0,0,0,0,0,0,0,5,0,0,1,0,30,70,0,0,0,0,0,0,0,5,0,0,0,0,40,70,0,0,2,0,0,0,0,4,0,0,0,0
16/12/2017 8:00,Green Island,Green Island North,1,28,50,0,0,0,0,0,0,0,2,0,0,0,0,43,25,0,0,0,0,0,0,0,3,0,0,0,0,35,25,0,0,0,0,0,0,0,5,0,0,0,0,78,50,0,0,0,0,0,0,0,2,0,0,0,0
22/06/2019 12:00,Green Island,Green Island North,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0
30/06/2018 13:00,Green Island,Green Island North,1,5,1,0,0,0,0,0,0,0,6,0,0,0,0,11,2,0,0,0,0,0,0,0,3,0,0,0,0,38,2,0,0,0,0,0,0,0,5,0,0,0,0,5,1,0,0,0,0,0,0,0,12,0,0,0,0
18/11/2015 13:00,Green Island,Green Island North,1,53,20,0,0,0,0,0,0,0,1,0,0,0,0,38,20,0,0,0,0,0,0,0,0,0,0,0,0,36,20,0,0,0,0,0,0,0,0,0,0,0,0,50,20,0,0,0,0,0,0,0,0,0,0,0,0
22/06/2019 10:20,Green Island,Green Island West,1,23,10,0,0,3,1,0,0,0,0,0,0,0,0,18,5,0,0,1,2,0,0,0,0,0,0,1,0,25,10,0,0,1,0,0,0,0,0,0,0,0,0,39,5,0,0,4,0,0,0,0,0,0,0,0,0
16/12/2017 10:30,Green Island,Green Island West,1,42,20,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,6,0,0,0,0,30,5,0,0,0,0,0,0,0,2,0,0,0,0,10,1,0,0,0,0,0,0,0,5,0,0,0,0
12/01/2019 10:30,Green Island,Green Island West,1,25,80,0,0,0,0,0,0,0,2,0,0,0,0,30,80,0,0,1,0,0,0,0,5,0,0,0,0,40,80,0,0,1,0,0,0,0,4,0,0,0,0,40,80,0,0,1,0,0,0,0,7,0,0,0,0
1/07/2018 9:00,Green Island,Green Island West,1,7,3,0,0,0,0,0,0,0,10,0,0,0,0,13,5,0,0,0,0,0,0,0,16,0,0,0,0,10,3,0,0,0,0,0,0,0,10,0,0,0,0,20,10,0,0,0,0,0,0,0,3,0,0,0,0
23/10/2009 0:00,Hancocks Shoal,Hancocks Shoal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
23/10/2009 0:00,Hancocks Shoal,Hancocks Shoal,2,20,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,25,1,0,0,0,2,0,0,0,2,0,0,0,0
2/12/2007 0:00,Hutchinsons Shoal,Hutchinson's Shoal,1,20,2,1,0,0,0,0,0,0,0,0,1,0,0,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
5/07/2009 0:00,Hutchinsons Shoal,Hutchinson's Shoal,1,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,70,1,0,0,0,0,0,0,0,1,0,0,0,0
19/09/2010 0:00,Inner Gneerings,The Caves,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/06/2011 11:30,Inner Gneerings,The Caves,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,25,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0
20/01/2018 9:00,Inner Gneerings,The Caves,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
24/05/2014 15:30,Inner Gneerings,The Caves,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0,0,2,0,0,0,0,8,2,0,0,0,2,0,0,0,1,0,0,0,0,8,3,0,0,0,0,0,0,0,2,0,0,0,0
12/11/2016 10:00,Inner Gneerings,The Caves,1,15,1,0,0,2,3,1,0,1,6,0,0,0,0,15,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,2,3,1,0,0,3,0,0,0,0,1,1,0,0,2,1,1,0,0,2,0,0,0,0
30/11/2014 15:15,Inner Gneerings,The Caves,1,17,10,0,0,4,5,0,0,0,10,0,0,0,0,14,10,0,0,0,8,0,0,0,2,0,0,0,0,9,20,0,0,0,3,0,0,0,12,0,0,0,0,8,10,0,0,0,8,0,0,0,6,0,0,0,0
15/09/2013 13:15,Inner Gneerings,The Caves,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,1,0,0,0,0,0,0,0,3,1,0,0,0,15,1,0,0,0,0,0,0,0,7,2,0,0,0
18/07/2009 0:00,Inner Gneerings,The Caves,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/09/2018 11:15,Inner Gneerings,The Caves,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,30,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0
5/08/2012 13:30,Inner Gneerings,The Caves,1,5,1,0,0,1,1,0,0,0,0,0,0,0,0,40,1,0,0,4,2,0,0,0,0,1,0,0,0,55,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/11/2015 14:30,Inner Gneerings,The Caves,1,48,5,1,0,0,0,0,0,0,0,0,0,0,0,30,5,0,0,0,0,0,0,0,2,0,0,0,0,66,10,1,0,3,0,0,0,0,3,0,0,0,0,47,5,0,0,2,0,0,0,0,2,0,0,0,0
27/01/2017 14:00,Inner Gneerings,The Caves,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/05/2014 13:50,Inner Gneerings,The Caves,2,13,2,0,0,0,0,0,0,0,0,1,0,0,0,20,5,0,0,0,0,0,0,0,0,5,0,0,0,17,5,0,0,0,0,0,0,0,4,0,0,0,1,13,5,0,0,0,0,0,0,0,0,0,0,0,0
26/04/2019 8:00,Inner Gneerings,The Caves,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,50,1,0,0,1,1,0,0,0,0,0,0,0,0
13/11/2016 0:00,Inner Gneerings,The Caves,2,36,1,0,0,1,0,0,0,0,4,0,0,0,0,44,1,0,0,0,0,0,0,0,5,0,0,0,0,7,1,0,0,1,0,0,0,0,5,0,0,0,0,23,1,0,0,1,0,0,0,0,6,0,0,0,0
18/10/2015 15:00,Inner Gneerings,The Caves,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
7/03/2015 14:15,Inner Gneerings,The Caves,2,52,1,0,0,0,0,0,0,0,1,0,0,0,0,52,2,0,0,0,0,0,0,0,1,2,0,0,0,25,1,0,0,2,0,0,0,0,0,1,0,0,0,38,2,0,0,1,0,0,0,0,0,3,0,0,0
14/10/2017 9:23,Inner Gneerings,The Caves,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,2,1,1,0,0,0,0,0,0,0
18/08/2013 10:35,Inner Gneerings,The Caves,2,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,1,0
30/11/2014 13:10,Inner Gneerings,The Caves,3,10,5,0,0,5,3,0,0,0,3,0,0,0,0,11,5,0,0,3,5,0,0,0,9,0,0,0,0,14,5,0,0,2,4,0,0,0,2,0,0,0,0,6,10,0,0,1,1,0,0,0,7,0,0,0,0
5/09/2009 0:00,Jew Shoal,The Pinnacles (The Pin),1,0,0,2,0,2,0,0,0,1,3,9,0,0,4,10,1,0,0,0,0,0,0,1,4,1,0,0,0,60,1,0,0,1,0,0,0,0,4,5,0,1,1,0,0,0,0,0,2,0,0,0,2,5,0,0,1
10/11/2012 8:35,Jew Shoal,The Pinnacles (The Pin),1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,30,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
29/09/2013 8:00,Jew Shoal,The Pinnacles (The Pin),1,50,1,0,0,2,0,0,0,0,0,0,0,0,0,50,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/10/2011 10:30,Jew Shoal,The Pinnacles (The Pin),1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,1,1,0,0,0,7,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
14/11/2010 0:00,Jew Shoal,The Pinnacles (The Pin),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0
29/09/2013 10:00,Jew Shoal,The Pinnacles (The Pin),2,7,1,0,0,4,2,0,0,0,0,0,0,0,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,1,2,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,1,0,0,0
26/03/2019 11:30,Kings Beach,Kings Beach Reef,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,1,0
26/03/2011 8:00,Kings Beach,Kings Beach Reef,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
