DATE,REEF,SITE,RESEARCH_SITE,SUBSTRATE_000,SUBSTRATE_001,SUBSTRATE_002,SUBSTRATE_003,SUBSTRATE_004,SUBSTRATE_005,SUBSTRATE_006,SUBSTRATE_007,SUBSTRATE_008,SUBSTRATE_009,SUBSTRATE_010,SUBSTRATE_011,SUBSTRATE_012,SUBSTRATE_013,SUBSTRATE_014,SUBSTRATE_015,SUBSTRATE_016,SUBSTRATE_017,SUBSTRATE_018,SUBSTRATE_019,SUBSTRATE_020,SUBSTRATE_021,SUBSTRATE_022,SUBSTRATE_023,SUBSTRATE_024,SUBSTRATE_025,SUBSTRATE_026,SUBSTRATE_027,SUBSTRATE_028,SUBSTRATE_029,SUBSTRATE_030,SUBSTRATE_031,SUBSTRATE_032,SUBSTRATE_033,SUBSTRATE_034,SUBSTRATE_035,SUBSTRATE_036,SUBSTRATE_037,SUBSTRATE_038,SUBSTRATE_039,SUBSTRATE_040,SUBSTRATE_041,SUBSTRATE_042,SUBSTRATE_043,SUBSTRATE_044,SUBSTRATE_045,SUBSTRATE_046,SUBSTRATE_047,SUBSTRATE_048,SUBSTRATE_049,SUBSTRATE_050,SUBSTRATE_051,SUBSTRATE_052,SUBSTRATE_053,SUBSTRATE_054,SUBSTRATE_055,SUBSTRATE_056,SUBSTRATE_057,SUBSTRATE_058,SUBSTRATE_059,SUBSTRATE_060,SUBSTRATE_061,SUBSTRATE_062,SUBSTRATE_063,SUBSTRATE_064,SUBSTRATE_065,SUBSTRATE_066,SUBSTRATE_067,SUBSTRATE_068,SUBSTRATE_069,SUBSTRATE_070,SUBSTRATE_071,SUBSTRATE_072,SUBSTRATE_073,SUBSTRATE_074,SUBSTRATE_075,SUBSTRATE_076,SUBSTRATE_077,SUBSTRATE_078,SUBSTRATE_079,SUBSTRATE_080,SUBSTRATE_081,SUBSTRATE_082,SUBSTRATE_083,SUBSTRATE_084,SUBSTRATE_085,SUBSTRATE_086,SUBSTRATE_087,SUBSTRATE_088,SUBSTRATE_089,SUBSTRATE_090,SUBSTRATE_091,SUBSTRATE_092,SUBSTRATE_093,SUBSTRATE_094,SUBSTRATE_095,SUBSTRATE_096,SUBSTRATE_097,SUBSTRATE_098,SUBSTRATE_099,SUBSTRATE_100,SUBSTRATE_101,SUBSTRATE_102,SUBSTRATE_103,SUBSTRATE_104,SUBSTRATE_105,SUBSTRATE_106,SUBSTRATE_107,SUBSTRATE_108,SUBSTRATE_109,SUBSTRATE_110,SUBSTRATE_111,SUBSTRATE_112,SUBSTRATE_113,SUBSTRATE_114,SUBSTRATE_115,SUBSTRATE_116,SUBSTRATE_117,SUBSTRATE_118,SUBSTRATE_119,SUBSTRATE_120,SUBSTRATE_121,SUBSTRATE_122,SUBSTRATE_123,SUBSTRATE_124,SUBSTRATE_125,SUBSTRATE_126,SUBSTRATE_127,SUBSTRATE_128,SUBSTRATE_129,SUBSTRATE_130,SUBSTRATE_131,SUBSTRATE_132,SUBSTRATE_133,SUBSTRATE_134,SUBSTRATE_135,SUBSTRATE_136,SUBSTRATE_137,SUBSTRATE_138,SUBSTRATE_139,SUBSTRATE_140,SUBSTRATE_141,SUBSTRATE_142,SUBSTRATE_143,SUBSTRATE_144,SUBSTRATE_145,SUBSTRATE_146,SUBSTRATE_147,SUBSTRATE_148,SUBSTRATE_149,SUBSTRATE_150,SUBSTRATE_151,SUBSTRATE_152,SUBSTRATE_153,SUBSTRATE_154,SUBSTRATE_155,SUBSTRATE_156,SUBSTRATE_157,SUBSTRATE_158,SUBSTRATE_159,MACROALGAE_1,MACROALGAE_2,MACROALGAE_3,MACROALGAE_4
16/10/2011 0:00,Jew Shoal,The Pinnacles (The Pin),1,OT,HC,RCTA,RCCA,RCTA,OT,RCTA,RCTA,SP,RCTA,RCTA,RCTA,HCBR,HCE,HCE,HCP,OT,RB,SI,RCTA,SP,SCL,RCTA,RCCA,HCE,RCTA,RCTA,OT,RCTA,RB,RCTA,HCE,SCL,RCTA,SP,RCTA,RCTA,OT,RCTA,HCE,SD,HCBR,RCTA,OT,SP,RCTA,SP,RCTA,RB,RCTA,HCE,OT,HCE,OT,HCE,OT,SP,OT,HCE,SPE,RCTA,RB,RB,RCTA,RCTA,OT,RCTA,SD,RCTA,OT,RCTA,RCTA,OT,RCCA,RB,RC,RC,RB,RCTA,SCL,OT,OT,RCTA,OT,RCTA,RCTA,OT,OT,OT,SPE,SPE,RCTA,HCE,RCTA,RCCA,HCE,OT,RC,RC,HC,RCTA,NIA,SPE,OT,HCE,RCTA,HCE,NIA,OT,RCTA,RCTA,RCTA,SD,SP,HCBR,HCE,HCP,RCTA,SP,RCTA,OT,HCE,SP,RCTA,HCE,HCE,OT,HCE,OT,RCTA,SC,RB,NIA,NIA,SP,SP,OT,SC,RCTA,RCTA,SCL,SCL,RCTA,RB,SD,SD,RCTA,OT,OT,NIA,SI,OT,RCTA,RCTA,HCP,RCTA,SP,RCTA,RCTA,RCTA,1,2,1,0
5/09/2009 0:00,Jew Shoal,The Pinnacles (The Pin),1,RCTA,RCTA,RCTA,HCE,SCL,SPE,SCL,HCE,RCTA,RCCA,SPE,HCE,SPE,RCTA,RKC,NIA,SPE,HCE,OT,HCP,SPE,HCE,RCTA,NIA,RCTA,RCTA,HCF,SPE,SCL,HCE,SCL,RKC,RCTA,RCTA,NIA,RCTA,HCE,OT,SC,RCTA,HCE,OT,RCTA,RCTA,RCTA,HCE,RCTA,HCE,RCTA,RCTA,SP,SPE,SC,HCE,OT,SPE,RCTA,HCF,NIA,RCTA,SPE,RCCA,HCE,OT,HCE,RCTA,OT,SCL,RCTA,SCL,RCTA,RCTA,SCL,HCE,SC,RCTA,RKC,SC,RCTA,SC,RCTA,HCE,SC,RCTA,SPE,RCCA,RCTA,RCTA,HCBR,SCL,OT,RCTA,NIA,RCTA,OT,HCF,HCF,HCE,HCE,SPE,HCE,NIA,HCE,RCTA,SPE,HCE,SC,HCE,SPE,RCTA,HCP,SC,RCTA,OT,OT,HC,SPE,SPE,RCTA,SPE,HCE,HCE,RCTA,SCL,HCE,SCL,SCL,RCTA,RCTA,RCTA,HCE,SCL,NIA,RCTA,RCTA,RCTA,RCTA,RCTA,HCE,SCL,SP,RCTA,HCE,SPE,SD,RCTA,HCE,RCTA,HCE,SCL,NIA,RCTA,RCTA,SCL,RCTA,HCE,RCTA,RCTA,HCF,RCTA,0,0,0,0
29/09/2013 0:00,Jew Shoal,The Pinnacles (The Pin),1,SPE,HC,RCTA,OT,HCF,RCTA,SPE,OT,HCF,HCE,HCE,HCE,RCTA,OT,HC,OT,OT,OT,OT,RCTA,NIA,HCE,HCE,SCL,SCL,RCTA,OT,RCTA,RCTA,HCE,RCTA,HC,RCTA,SC,SPE,HC,RCTA,HCE,HCF,HCF,OT,RCTA,OT,OT,OT,RCTA,OT,RCTA,OT,SPE,SPE,NIA,RCTA,RCTA,HCE,OT,HCF,RCTA,RB,RCTA,NIA,SC,SP,HCE,RCTA,OT,OT,SPE,OT,OT,HC,RCTA,OT,OT,RCTA,SPE,SPE,OT,RCTA,OT,HC,SPE,HCE,OT,RCTA,OT,SPE,OT,RCTA,SPE,SPE,OT,HC,HC,RCTA,SPE,RCTA,SPE,RCTA,RCTA,HCE,RCTA,NIA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,OT,HCE,NIA,HC,SCL,RCTA,RCTA,HCE,RCTA,RCTA,SCL,HCF,SCL,HCE,HCE,RCTA,SPE,SC,RCTA,RCTA,HC,NIA,SPE,SPE,SPE,RCTA,HCE,RCTA,SP,HCP,OT,OT,RCCA,HCE,RCTA,RCTA,RCCA,RCTA,OT,RCCA,HCP,OT,RCTA,RCTA,RCCA,HCE,HCE,OT,HCE,OT,RCTA,0,2,1,0
29/09/2013 0:00,Jew Shoal,The Pinnacles (The Pin),2,RCTA,HCE,RCTA,HCE,SCL,HCE,RCTA,SPE,NIA,SP,HCE,NIA,HC,NIA,SCL,NIA,HCE,SP,HCE,RCTA,RCTA,HCE,SCL,HCE,RCTA,HCE,HCE,SCL,HC,SCL,SCL,SP,NIA,SC,RCTA,SC,HCE,HCF,SCL,RCTA,HCE,SCL,HC,RCTA,SCL,HCF,SCL,NIA,HCE,HCE,RCTA,RCTA,HCE,RCTA,HCE,HC,RCTA,RCCA,SCL,RCCA,HCE,HCE,NIA,NIA,SCL,RCTA,HCE,RB,HCE,RCCA,SC,SC,SPE,OT,HCF,HCF,SC,SCL,RCTA,SCL,HCE,HCE,SD,SCL,SD,HCE,HCE,NIA,SCL,SCL,HCE,SCL,SCL,SCL,HCF,RCTA,RCTA,HCE,HCE,RCCA,NIA,RCTA,RCTA,HCE,HCF,SCL,RCTA,NIA,SCL,HCF,HCF,HCE,SCL,HCE,RCTA,SCL,HCF,SCL,HCE,SC,HCE,HCE,HCE,HCF,HCE,HCE,HCE,HCE,SCL,SD,RCTA,RCTA,RCTA,HCE,HCE,RCTA,OT,RCTA,RCTA,OT,OT,SC,OT,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,SPE,SD,SD,HCF,RCTA,HCE,OT,SCL,HCF,RCTA,OT,1,1,0,0
26/03/2011 0:00,Kings Beach,Kings Beach Reef,1,OT,SD,NIA,OT,OT,NIA,RCTA,RC,OT,OT,RCTA,RCTA,OT,RCTA,HC,OT,OT,NIA,RC,OT,RCTA,RCTA,HC,OT,NIA,OT,RCTA,NIA,OT,OT,OT,OT,RCTA,NIA,RCTA,RCTA,RCTA,RCTA,NIA,RCTA,HC,RCTA,RCTA,RCTA,RCTA,NIA,RCTA,NIA,NIA,RCTA,RCTA,RCTA,RCTA,RCTA,NIA,NIA,RCTA,RCTA,NIA,RCTA,NIA,RCTA,OT,NIA,RCTA,RCTA,NIA,RCTA,RCTA,NIA,RCTA,RCTA,RCTA,NIA,RCTA,NIA,RCTA,OT,NIA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,OT,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,OT,RCTA,RCTA,RCTA,OT,OT,SI,RCTA,RCTA,RCTA,RCTA,RCTA,OT,OT,RCTA,RCTA,RCTA,RCTA,RCTA,NIA,OT,RCTA,OT,RCTA,NIA,NIA,RCTA,RCTA,RCTA,OT,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,NIA,NIA,OT,OT,NIA,RCTA,RCTA,RCTA,OT,OT,NIA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,OT,RCTA,RCTA,OT,RCTA,RCTA,RCTA,RCTA,RCTA,0,0,0,0
6/11/2009 0:00,Kings Beach,Kings Beach Reef,1,OT,OT,RCCA,OT,OT,HC,OT,OT,RCTA,RCTA,OT,HCE,RCTA,RCTA,RCTA,RCTA,OT,RCTA,OT,HC,OT,RCTA,RCTA,OT,OT,HC,OT,OT,OT,HC,RCTA,OT,RCCA,RCTA,OT,OT,OT,RCTA,HC,RCTA,RCTA,RCTA,HCP,HC,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCE,RCTA,RCTA,RCTA,RCTA,HC,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCE,RCTA,OT,RCTA,HC,OT,RCCA,OT,HC,OT,OT,OT,OT,RCTA,HCE,RCTA,HC,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HC,HCE,HC,OT,RCTA,OT,RCTA,RCTA,RCTA,OT,RCTA,RCTA,RCTA,OT,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,SD,SD,SD,SD,OT,OT,RCTA,OT,OT,OT,OT,OT,OT,OT,OT,HCE,SI,RCTA,SI,OT,HCE,RCCA,RCTA,SI,RCTA,OT,OT,OT,RCTA,OT,OT,RCTA,RCTA,OT,OT,OT,RCTA,SC,HCE,RCTA,RCTA,HC,RCTA,RCTA,HCE,RCTA,OT,RCTA,0,0,3,2
17/10/2013 0:00,Kings Beach,Kings Beach Reef,1,SD,NIA,RCTA,NIA,RC,NIA,RCTA,NIA,NIA,NIA,NIA,NIA,SD,SD,SD,NIA,NIA,RCTA,RCTA,SPE,RCTA,RB,RCTA,RC,RCTA,OT,OT,RCTA,RCTA,RCTA,SP,OT,RCTA,RCTA,SPE,RCTA,RCTA,OT,RCTA,OT,OT,RCTA,OT,NIA,RCTA,RCTA,NIA,NIA,NIA,OT,OT,RCTA,SD,NIA,RCTA,OT,OT,OT,NIA,NIA,OT,HCE,NIA,NIA,NIA,OT,HCE,OT,NIA,RCTA,RCTA,NIA,OT,RCTA,NIA,OT,NIA,NIA,OT,NIA,NIA,RCTA,RCTA,NIA,NIA,RCTA,NIA,RB,SD,NIA,NIA,RCTA,SD,NIA,NIA,NIA,NIA,NIA,NIA,SI,SD,NIA,NIA,NIA,SPE,NIA,RCTA,HCE,OT,RCTA,OT,RCTA,OT,NIA,RCTA,RCTA,RCTA,NIA,RCTA,SD,SD,SD,SI,SD,NIA,SD,SI,SI,SI,SI,SI,NIA,NIA,NIA,SI,SI,SI,NIA,SI,SI,OT,SI,HCE,HCE,NIA,OT,SI,SI,NIA,HCE,NIA,OT,NIA,HCE,SI,HCE,SI,SI,HCE,NIA,1,0,0,0
3/12/2016 0:00,Kings Beach,Kings Beach Reef,1,RCTA,SD,SD,RCTA,OT,RCTA,SD,RCTA,RCTA,RCTA,RCTA,RCTA,SD,RCTA,RCTA,RCTA,RCTA,RCTA,SD,SD,SD,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,SD,SPE,RCTA,RCTA,RCTA,RCTA,RCTA,HCE,RCCA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCE,RCTA,RCTA,OT,SD,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,OT,RCTA,SD,SD,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCP,HCE,RCCA,RCTA,RCTA,SD,RCTA,RCTA,RCTA,RCTA,SD,RCTA,RCTA,HCE,SD,RCTA,SD,SD,RCTA,RCTA,RCTA,SD,SD,SD,SD,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,SD,SD,RCTA,SD,RCTA,RCTA,HCE,RCTA,OT,HCE,HCE,RCTA,HCE,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCE,RCTA,RCTA,RCCA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,SPE,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,6,11,7,13
26/03/2019 11:40,Kings Beach,Kings Beach Reef,1,RCTA,RC,RC,SD,RCCA,RCTA,RC,SD,SD,SD,SD,SD,RCCA,SD,RC,SD,RC,RCTA,RCTA,RCTA,RCTA,SD,SD,SD,SD,RC,RC,RCTA,RCTA,SD,RCTA,SD,RCTA,RC,RCCA,RCTA,RCTA,SD,SD,SD,RCTA,SD,SD,SD,SD,RC,SD,SD,SD,SD,SD,RCTA,RC,RCTA,SD,SD,SD,SD,SD,RCTA,SD,RC,RC,SD,SD,SD,SD,SD,RCTA,RCTA,RCTA,RC,RCTA,RCCA,SD,SD,OT,RCTA,SD,SD,SP,RCTA,RC,RCTA,RCTA,RCTA,RCCA,RCTA,SD,RCTA,NIA,NIA,RCCA,RCCA,RC,RCTA,RCCA,RCTA,RCTA,RCTA,RCTA,RCTA,NIA,NIA,RCTA,RC,SD,SD,NIA,RCTA,RCTA,SD,RCTA,SD,SD,SD,SD,SD,NIA,SD,SD,RCTA,RCTA,NIA,RCTA,SPE,RC,SD,RCTA,SD,NIA,RCTA,RCTA,RC,RC,RCTA,RCTA,RCTA,HCE,RCTA,OT,RCCA,RCTA,RCTA,RCTA,RC,SD,RCTA,SD,SD,SD,RCCA,SD,SD,SD,SD,SD,SD,SD,SD,25,22,13,12
19/12/2014 0:00,Kings Beach,Kings Beach Reef,1,RCTA,RCTA,RCTA,RCTA,RC,RCTA,RCTA,SD,RCTA,SD,SD,SD,SD,SD,SD,RCTA,OT,SP,SD,SD,SD,SD,SPE,SD,RCTA,RCTA,RCTA,RC,RCTA,RCTA,SPE,RCCA,HC,RCTA,RCTA,RCCA,RCTA,RCCA,RCTA,RCCA,RCTA,RCTA,SPE,OT,HCE,RCTA,RCTA,RCTA,RCTA,OT,SP,RCTA,OT,OT,HC,SD,SD,RCTA,RCCA,RCCA,SD,SD,HCE,OT,RCCA,OT,RCCA,RCCA,RCTA,SPE,RCTA,RCTA,OT,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCCA,RCCA,RCTA,RCTA,RC,RCTA,RCCA,SD,SD,RCTA,RCTA,RCTA,SD,SD,SD,SC,RCTA,RCTA,RCTA,RCTA,RCTA,RCCA,SPE,SD,RCTA,RCTA,SD,SD,SD,SPE,SD,RCTA,RCCA,RCTA,RCTA,RCCA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCCA,RCTA,RCTA,RCTA,RCCA,RCCA,RCTA,RCTA,RCTA,RCCA,RCCA,RCCA,SD,RCCA,SD,SD,SD,HC,RCCA,HC,RCCA,RCCA,RCCA,RCTA,SC,RCTA,SD,SC,HC,OT,HC,HCE,HCE,RCTA,HCE,0,0,0,0
3/03/2018 0:00,Kings Beach,Kings Beach Reef,1,RCTA,RCTA,NIA,RB,RC,RCTA,RCCA,RCCA,RCCA,RCTA,RCTA,RCTA,RCTA,RCTA,RC,NIA,RB,NIA,RCTA,RCTA,RB,RCTA,RC,RCTA,RCTA,RCTA,RB,RCTA,RCTA,RCCA,RCTA,NIA,RCTA,OT,OT,OT,RB,RCTA,RCTA,RB,RB,RCTA,RB,OT,RCTA,RCTA,RB,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,OT,RCTA,RB,OT,OT,RCTA,RCTA,RB,RCTA,SPE,SPE,RCTA,RCTA,RCTA,RCTA,RC,SPE,RCTA,RCTA,HCE,RCTA,RCTA,HCE,RCTA,RCTA,RCCA,NIA,SI,NIA,NIA,RB,RB,RCTA,RCTA,RCTA,RCTA,RCTA,OT,RCTA,RCTA,NIA,RCTA,NIA,RCTA,RCTA,OT,RCTA,HCE,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,NIA,HCE,RCTA,NIA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCCA,RCTA,NIA,NIA,RB,HCE,RB,RCTA,NIA,RCTA,NIA,RCTA,RCTA,RCCA,NIA,NIA,NIA,RCTA,RCTA,NIA,NIA,NIA,OT,RB,RCTA,HCE,HCE,NIA,NIA,RCTA,RCTA,HCE,NIA,RCTA,NIA,4,5,4,3
6/10/2012 0:00,Kings Beach,Kings Beach Reef,1,RCTA,RCTA,RCTA,OT,RCTA,RCTA,OT,RCCA,RCTA,RCTA,OT,OT,RCTA,RCTA,OT,RCTA,RCCA,RCTA,OT,OT,OT,RCTA,OT,RCTA,OT,HCE,RCTA,SP,SPE,OT,RCTA,RCTA,RCTA,OT,HC,RCTA,OT,RCTA,RCTA,OT,RCTA,OT,RCTA,SP,RCTA,RCTA,OT,RCTA,SD,SD,OT,RCCA,OT,RCTA,RCTA,RCTA,OT,RCTA,RC,OT,SP,HC,OT,RCTA,OT,OT,OT,OT,OT,RCTA,RCTA,RCCA,RCTA,RCTA,RC,OT,OT,RCTA,RCCA,OT,OT,OT,OT,OT,OT,RCTA,OT,RCTA,RCCA,RCTA,RCTA,OT,RCTA,RCTA,OT,RCTA,SPE,OT,RCTA,RCCA,OT,OT,OT,RCCA,RB,OT,OT,OT,RCCA,NIA,RCTA,RCTA,RCCA,RCCA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCCA,OT,RCTA,RCTA,OT,RCTA,RCTA,OT,OT,RCTA,RCTA,RCTA,RCCA,RCTA,RCTA,NIA,OT,OT,NIA,RCTA,RCTA,SD,OT,RCTA,OT,RCTA,RCTA,OT,RCTA,OT,SP,OT,RCTA,RCTA,RCTA,RCTA,OT,OT,23,26,23,22
20/06/2014 0:00,Kings Beach,Kings Beach Reef,1,RCTA,RCTA,RCTA,SCZ,RCTA,SD,SD,SPE,SD,SD,RCTA,RCTA,RCTA,SD,RCTA,SD,RCTA,SD,RCTA,SD,RCTA,RCTA,RCTA,SD,SD,SD,SD,SD,SD,SD,SPE,SD,SD,SD,RC,RC,RCTA,RCTA,SD,SD,RCCA,OT,HC,RCTA,RCTA,RCTA,OT,RCCA,SD,RC,RCTA,OT,OT,RCTA,RCTA,SD,RCTA,RCCA,RCTA,RC,RCTA,RCTA,SD,OT,RCTA,SD,RCCA,RCTA,RCTA,RCCA,SD,RCTA,RCTA,RCTA,RC,SD,RCTA,RCTA,RCTA,OT,RCTA,RCTA,RCTA,SD,SD,RCTA,OT,RCTA,RCCA,SD,RC,RCTA,RCTA,SD,RC,SD,SD,RCTA,RCTA,SD,RCTA,SD,RC,RC,RC,SD,SP,RCTA,SD,RCTA,SP,SD,OT,RCTA,SD,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,OT,OT,RCTA,RCTA,RCCA,SD,SD,SD,SD,SD,RC,RC,RCTA,RC,RCTA,RC,SD,RC,RC,RCTA,SD,RCTA,RC,RCCA,RCTA,SD,RCTA,RC,RCTA,RCTA,OT,RCTA,SD,RCTA,RCTA,RCTA,RCTA,SP,OT,0,0,0,0
12/12/2015 0:00,Kings Beach,Kings Beach Reef,1,OT,RCTA,RCCA,RCCA,OT,RCCA,RCTA,RCTA,HCE,RCTA,RCTA,RCTA,RCTA,RCTA,SPE,RCTA,OT,OT,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,SPE,RCTA,RCTA,RC,RCTA,RCTA,RCCA,RCTA,RCTA,SD,RCTA,RCTA,RCTA,SD,SD,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,SD,SD,RCTA,SD,SD,SD,RCTA,RCTA,RCTA,RCTA,SD,SD,RCTA,RCTA,HCE,RCCA,RCTA,RCTA,RCTA,RCTA,RCTA,HCE,HCE,HCE,RCTA,RCTA,SCL,SD,SD,RCCA,HCE,RCTA,HCE,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCCA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,OT,RCTA,RCTA,HCE,RCTA,RCTA,RCCA,RC,RCTA,RCTA,RCTA,RCTA,RC,RCCA,RCTA,RCTA,RCCA,RCTA,RCTA,RCTA,SD,SD,SD,SD,SD,SD,SD,SD,SD,RCTA,RCTA,RCTA,SD,RCCA,SP,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,RCTA,RCTA,SD,OT,RC,RCCA,RC,OT,SD,SD,OT,4,5,4,7
19/04/2016 0:00,Kirra Reef,Outer Kirra Reef,1,SPE,RC,OT,NIA,RCTA,RCTA,RCTA,NIA,SP,OT,SP,RCTA,OT,OT,RCTA,SPE,RCTA,OT,SPE,OT,RCTA,OT,RCTA,SPE,RCTA,OT,OT,RCTA,RCTA,OT,RCTA,RCTA,RCTA,SPE,RCTA,SD,SD,SD,SD,OT,SP,RCTA,RCTA,SP,NIA,RCTA,SD,OT,OT,RCTA,SD,SD,SD,NIA,SD,SP,NIA,SD,SD,RCTA,RCTA,NIA,OT,RCTA,RCTA,RCTA,SP,SD,OT,OT,SD,OT,SPE,RCTA,RCTA,RCTA,RCTA,RCTA,SP,RCTA,RCTA,RCTA,RCTA,SPE,SD,SD,OT,RCTA,RCTA,OT,SPE,OT,RCTA,OT,RCTA,RCTA,RCTA,RCTA,SPE,RCTA,RCTA,OT,OT,RCTA,OT,RCTA,RCTA,RCTA,OT,RCTA,RCTA,OT,OT,SD,SD,RCTA,NIA,SP,RCTA,OT,OT,RCTA,NIA,OT,OT,RCTA,RCTA,RCTA,RCTA,OT,OT,RCTA,OT,RCTA,SPE,RCTA,NIA,OT,RCTA,OT,RCTA,OT,OT,RCTA,RCTA,RCTA,SD,OT,NIA,RCTA,SD,SD,SD,RCTA,OT,SPE,OT,SP,RCTA,RCTA,9,15,10,11
24/07/2019 11:00,Kirra Reef,Outer Kirra Reef,1,RC,RC,SD,RC,SD,RC,SD,SD,RC,RC,RC,RC,RC,SD,SD,SD,SD,SD,RCTA,RC,SD,SD,SD,RC,SD,RC,SD,SD,RCTA,RCTA,RCTA,RC,RC,RCTA,RC,RC,RC,RC,RCTA,SD,SD,SD,SD,RC,RC,RCTA,RCTA,RCTA,RC,RC,RCTA,RC,RC,RC,RCTA,RC,OT,RCTA,SD,RC,RCTA,RCTA,OT,HC,RCTA,RCTA,RC,RC,RC,SD,RC,RC,RCTA,RC,RC,RC,RC,RC,RC,SD,RC,RCTA,RCTA,RCTA,SPE,RC,RCTA,RCTA,RCTA,RCTA,SD,SD,SD,SD,SD,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,OT,RCTA,SPE,RCTA,RC,RC,RCTA,SD,SD,SD,SD,RC,OT,OT,RCTA,RCTA,RCTA,OT,OT,OT,RCTA,RCTA,RCTA,RCTA,RCTA,OT,RCTA,OT,OT,RCTA,OT,RCTA,RCTA,RCTA,RCTA,OT,RCTA,RCTA,SD,OT,RC,RC,SD,RCTA,OT,OT,RCTA,32,23,4,8
16/10/2011 0:00,Little Halls Reef,Little Halls Reef,1,SD,SI,RC,RCTA,SD,SD,NIA,SI,SI,SI,SD,OT,SI,SI,SD,RB,RCTA,RCTA,SD,RCTA,SD,SI,HC,SI,SPE,SI,RCTA,SD,NIA,SD,OT,RCTA,NIA,RCTA,OT,RB,RB,RCTA,OT,SI,NIA,HCE,OT,NIA,HCE,SI,NIA,OT,SI,NIA,RCTA,RC,NIA,SP,RC,SP,SP,HCE,SI,HCP,RB,SI,NIA,RB,SI,SD,NIA,OT,RCTA,SP,SP,SD,NIA,RB,SD,RB,RCTA,SD,SD,NIA,RC,RCTA,SI,NIA,SP,SI,SI,OT,RCTA,RB,NIA,RC,RCTA,NIA,OT,SD,NIA,OT,OT,RC,OT,OT,SI,NIA,NIA,HCE,RC,NIA,OT,SD,RCCA,HCP,NIA,RB,SI,SI,RCTA,SD,RCTA,SD,SD,SI,NIA,SD,RCTA,RCTA,SP,SD,RCTA,RCTA,SI,RCTA,RCTA,SD,RCTA,RCTA,SI,RCTA,SD,OT,SI,RB,RCTA,SI,RCTA,SP,RC,SI,OT,SI,RCTA,OT,RCTA,SI,RCTA,RB,SP,SD,SI,SP,3,3,6,3
